case_id,diagonal,resolution,curvature_mode,curvature_inv_m,field_id,energy_j,native_energy_j,linear_energy_j,native_linear_energy_j,normalized_energy,plate_reference_energy_j,exact_strip_energy_j,strip_relative_error,native_strip_relative_error,linear_relative_error,native_linear_relative_error,position_only_energy_j,coefficient_only_energy_j,realized_energy_j,energy_realization_relative_difference,realization_max_error_m,max_abs_dihedral_rad,map_sha256
backward_4_small_cylinder_minus45,backward,4,small,0.000244140625,cylinder_minus45,2.9802322100887717e-08,5.268356013160854e-08,2.9802322387695312e-08,5.268356063861754e-08,0.999999990376334,2.9802322387695312e-08,,,,9.623665975233564e-09,9.623666183209471e-09,2.9802322100887717e-08,2.9802321590842688e-08,2.9802321590842688e-08,-1.7114271387120186e-08,0.0,4.315837286845643e-05,c956fb6b6275b9338c14262a510c721d49c866062d98906f8e773321222b8c12
backward_4_small_twist,backward,4,small,0.000244140625,twist,1.6391276521273382e-07,3.224929356385709e-07,1.6391277313232422e-07,3.224929515083276e-07,5.4999997342626425,,,,,4.831588317312129e-08,4.9209623335815e-08,1.6391276521273382e-07,1.639127631725538e-07,1.639127631725538e-07,-1.2446742743384122e-08,0.0,8.631674561632976e-05,c956fb6b6275b9338c14262a510c721d49c866062d98906f8e773321222b8c12
backward_4_small_dome,backward,4,small,0.000244140625,dome,4.470348112517468e-08,1.117587028129367e-07,4.470348358154297e-08,1.1175870895385742e-07,1.4999999175779573,,,,,5.494802849762929e-08,5.494802846802334e-08,4.470348112517468e-08,4.470348112517468e-08,4.470348112517468e-08,0.0,0.0,6.1035155975256807e-05,c956fb6b6275b9338c14262a510c721d49c866062d98906f8e773321222b8c12
backward_4_small_saddle,backward,4,small,0.000244140625,saddle,4.470348112517468e-08,1.117587028129367e-07,4.470348358154297e-08,1.1175870895385742e-07,1.4999999175779573,,,,,5.494802849762929e-08,5.494802846802334e-08,4.470348112517468e-08,4.470348112517468e-08,4.470348112517468e-08,0.0,0.0,6.1035155975256807e-05,c956fb6b6275b9338c14262a510c721d49c866062d98906f8e773321222b8c12
backward_4_finite_cylinder_u,backward,4,finite,0.02,cylinder_u,0.00014996438469814497,0.0003749109617453624,0.00015000000000000001,0.000375,0.7498219234907247,0.0002,0.00014996438469814505,5.422298307700698e-16,5.783784861547411e-16,0.00023743534570032596,0.00023743534570032596,0.00014996435007453505,0.00014996438469814497,0.00014996435007453505,-2.3087888490425348e-07,2.2351741811588166e-10,0.004999864588059705,c956fb6b6275b9338c14262a510c721d49c866062d98906f8e773321222b8c12
backward_4_finite_cylinder_v,backward,4,finite,0.02,cylinder_v,0.00014996438469814497,0.0003749109617453624,0.00015000000000000001,0.000375,0.7498219234907247,0.0002,0.00014996438469814505,5.422298307700698e-16,5.783784861547411e-16,0.00023743534570032596,0.00023743534570032596,0.00014996435007453505,0.00014996438469814497,0.00014996435007453505,-2.3087888490425348e-07,2.2351741811588166e-10,0.004999864588059705,c956fb6b6275b9338c14262a510c721d49c866062d98906f8e773321222b8c12
backward_4_finite_cylinder_plus45,backward,4,finite,0.02,cylinder_plus45,0.0004998513614898085,0.0011032159533750942,0.0005,0.0011035533905932738,2.4992568074490427,0.0002,,,,0.0002972770203829925,0.000305773350937027,0.0004998513508143079,0.0004998513580677527,0.0004998513473922523,-2.8203496728869082e-08,4.470348362317633e-10,0.004999884118563587,c956fb6b6275b9338c14262a510c721d49c866062d98906f8e773321222b8c12
backward_4_finite_cylinder_minus45,backward,4,finite,0.02,cylinder_minus45,0.00019998708478466328,0.000353530559502411,0.0002,0.00035355339059327376,0.9999354239233164,0.0002,,,,6.457607668364815e-05,6.457607668378412e-05,0.00019998707584792616,0.00019998708136203006,0.0001999870724252931,-6.180084172263695e-08,1.1175870905794083e-10,0.0035355302230918274,c956fb6b6275b9338c14262a510c721d49c866062d98906f8e773321222b8c12
backward_4_finite_twist,backward,4,finite,0.02,twist,0.0010996434813828775,0.002163499152724193,0.0011,0.002164213562373095,5.498217406914388,,,,,0.0003241078337477469,0.0003301012715763878,0.001099643404325985,0.0010996434676955947,0.0010996433906387028,-8.252145017682655e-08,4.470348362317633e-10,0.007070994156096799,c956fb6b6275b9338c14262a510c721d49c866062d98906f8e773321222b8c12
backward_4_finite_dome,backward,4,finite,0.02,dome,0.0002998894221883125,0.0007497235554707812,0.00030000000000000003,0.00075,1.4994471109415624,,,,,0.0003685927056251515,0.0003685927056250431,0.00029988939483076857,0.0002998894221883125,0.00029988939483076857,-9.122543806562921e-08,4.470348362317633e-10,0.004999848964402394,c956fb6b6275b9338c14262a510c721d49c866062d98906f8e773321222b8c12
backward_4_finite_saddle,backward,4,finite,0.02,saddle,0.00029988942218831243,0.000749723555470781,0.00030000000000000003,0.00075,1.4994471109415621,,,,,0.0003685927056253322,0.00036859270562533225,0.0002998894273991802,0.00029988942218831243,0.0002998894273991802,1.737596385883257e-08,3.725290301931361e-10,0.004999848964402394,c956fb6b6275b9338c14262a510c721d49c866062d98906f8e773321222b8c12
backward_8_small_cylinder_u,backward,8,small,0.000244140625,cylinder_u,2.607703111374062e-08,3.2596288892175775e-08,2.60770320892334e-08,3.259629011154175e-08,0.8749999672678939,2.9802322387695312e-08,2.6077031113740612e-08,2.537652722643465e-16,4.0602443562295446e-16,3.7408121299011195e-08,3.7408121248258146e-08,2.607703111374062e-08,2.607703111374062e-08,2.607703111374062e-08,0.0,0.0,3.0517578094209814e-05,8761d6b4ba5950116601549092ee765637779cb7aaffeb31063b9507b10563e4
backward_8_small_cylinder_v,backward,8,small,0.000244140625,cylinder_v,2.6077031113740616e-08,3.259628889217577e-08,2.60770320892334e-08,3.259629011154175e-08,0.8749999672678938,2.9802322387695312e-08,2.6077031113740612e-08,1.2688263613217324e-16,2.0301221781147723e-16,3.7408121425893826e-08,3.740812145127036e-08,2.6077031113740616e-08,2.6077031113740616e-08,2.6077031113740616e-08,0.0,0.0,3.0517578094209814e-05,8761d6b4ba5950116601549092ee765637779cb7aaffeb31063b9507b10563e4
backward_8_small_cylinder_plus45,backward,8,small,0.000244140625,cylinder_plus45,8.195638285342043e-08,9.153435628083806e-08,8.195638656616211e-08,9.153436054239228e-08,2.7499998754210617,2.9802322387695312e-08,,,,4.530143210052467e-08,4.655687978311843e-08,8.195638285342043e-08,8.195638234337542e-08,8.195638234337542e-08,-6.223371352932012e-09,0.0,3.0517578098650706e-05,8761d6b4ba5950116601549092ee765637779cb7aaffeb31063b9507b10563e4
backward_8_small_cylinder_minus45,backward,8,small,0.000244140625,cylinder_minus45,2.980232209394881e-08,2.634178005967109e-08,2.9802322387695312e-08,2.6341780319308777e-08,0.9999999901435029,2.9802322387695312e-08,,,,9.856497062976644e-09,9.856497329233428e-09,2.980232209394881e-08,2.9802321583903788e-08,2.9802321583903788e-08,-1.7114271169060312e-08,0.0,2.157918643674036e-05,8761d6b4ba5950116601549092ee765637779cb7aaffeb31063b9507b10563e4
backward_8_small_twist,backward,8,small,0.000244140625,twist,1.7136334534706477e-07,1.7055969297703737e-07,1.7136335372924805e-07,1.705597015003186e-07,5.749999718740601,,,,,4.891467806645699e-08,4.99724211483735e-08,1.7136334534706477e-07,1.7136334330688472e-07,1.7136334330688472e-07,-1.190558017700572e-08,0.0,4.3158372858407834e-05,8761d6b4ba5950116601549092ee765637779cb7aaffeb31063b9507b10563e4
backward_8_small_dome,backward,8,small,0.000244140625,dome,5.215406119532086e-08,6.519257649415107e-08,5.21540641784668e-08,6.51925802230835e-08,1.7499998999022326,,,,,5.7198724233233274e-08,5.719872433473938e-08,5.215406119532086e-08,5.215406119532086e-08,5.215406119532086e-08,0.0,0.0,3.05175780906571e-05,8761d6b4ba5950116601549092ee765637779cb7aaffeb31063b9507b10563e4
backward_8_small_saddle,backward,8,small,0.000244140625,saddle,5.215406119532086e-08,6.519257649415107e-08,5.21540641784668e-08,6.51925802230835e-08,1.7499998999022326,,,,,5.7198724233233274e-08,5.719872433473938e-08,5.215406119532086e-08,5.215406119532086e-08,5.215406119532086e-08,0.0,0.0,3.05175780906571e-05,8761d6b4ba5950116601549092ee765637779cb7aaffeb31063b9507b10563e4
backward_8_finite_cylinder_u,backward,8,finite,0.02,cylinder_u,0.00017495608156265985,0.0002186951019533248,0.00017500000000000003,0.00021875000000000003,0.8747804078132992,0.0002,0.00017495608156266,9.295494298926676e-16,9.915193918855122e-16,0.00025096249908672743,0.0002509624990867584,0.00017495602255762215,0.00017495608156265985,0.00017495602255762215,-3.372562826759757e-07,2.2351741811588166e-10,0.00249998307306437,8761d6b4ba5950116601549092ee765637779cb7aaffeb31063b9507b10563e4
backward_8_finite_cylinder_v,backward,8,finite,0.02,cylinder_v,0.00017495608156265988,0.00021869510195332483,0.00017500000000000003,0.00021875000000000003,0.8747804078132994,0.0002,0.00017495608156266,7.746245249105563e-16,8.675794678998231e-16,0.00025096249908657255,0.0002509624990866345,0.00017495602255762215,0.00017495608156265988,0.00017495602255762215,-3.372562828309005e-07,2.2351741811588166e-10,0.00249998307306437,8761d6b4ba5950116601549092ee765637779cb7aaffeb31063b9507b10563e4
backward_8_finite_cylinder_plus45,backward,8,finite,0.02,cylinder_plus45,0.0005498328634119681,0.0006140848539843926,0.0005500000000000001,0.0006142766952966369,2.7491643170598405,0.0002,,,,0.00030388470551279313,0.0003123043959067887,0.0005498328417878302,0.0005498328599899123,0.0005498328383657744,-4.5552376749005583e-08,4.470348362317633e-10,0.002499985514447303,8761d6b4ba5950116601549092ee765637779cb7aaffeb31063b9507b10563e4
backward_8_finite_cylinder_minus45,backward,8,finite,0.02,cylinder_minus45,0.00019998677239518934,0.00017676500363531124,0.00020000000000000004,0.00017677669529663688,0.9999338619759467,0.0002,,,,6.613802405345874e-05,6.613802405355125e-05,0.0001999867634590638,0.00019998676897256144,0.00019998676003643606,-6.179785363501747e-08,1.1175870905794083e-10,0.001767766492610609,8761d6b4ba5950116601549092ee765637779cb7aaffeb31063b9507b10563e4
backward_8_finite_twist,backward,8,finite,0.02,twist,0.0011496226610702397,0.0011442230932077447,0.0011500000000000002,0.0011446067811865476,5.748113305351198,,,,,0.00032812080848741915,0.000335213791416781,0.0011496226050500065,0.0011496226473829358,0.0011496225913627028,-6.063514507437858e-08,4.470348362317633e-10,0.003535524698850307,8761d6b4ba5950116601549092ee765637779cb7aaffeb31063b9507b10563e4
backward_8_finite_dome,backward,8,finite,0.02,dome,0.00034986571312144686,0.0004373321414018086,0.00035000000000000005,0.00043750000000000006,1.7493285656072342,,,,,0.0003836767958662552,0.0003836767958662552,0.00034986572659172167,0.00034986571312144686,0.00034986572659172167,3.850127149812659e-08,4.470348362317633e-10,0.002499981119981331,8761d6b4ba5950116601549092ee765637779cb7aaffeb31063b9507b10563e4
backward_8_finite_saddle,backward,8,finite,0.02,saddle,0.00034986571312144675,0.00043733214140180847,0.00035000000000000005,0.00043750000000000006,1.7493285656072337,,,,,0.00038367679586656504,0.0003836767958665031,0.00034986569514487524,0.00034986571312144675,0.00034986569514487524,-5.138134672119308e-08,3.725290301931361e-10,0.002499981119981331,8761d6b4ba5950116601549092ee765637779cb7aaffeb31063b9507b10563e4
backward_16_small_cylinder_u,backward,16,small,0.000244140625,cylinder_u,2.793967616185165e-08,1.7462297601157282e-08,2.7939677238464355e-08,1.7462298274040222e-08,0.9374999638748722,2.9802322387695312e-08,2.793967616185165e-08,0.0,0.0,3.8533469629934795e-08,3.8533469629934795e-08,2.793967616185165e-08,2.793967616185165e-08,2.793967616185165e-08,0.0,0.0,1.5258789058651226e-05,00b615f9c149016edba040b0b34564934851460810c50d9b5e186f4c4b66d138
backward_16_small_cylinder_v,backward,16,small,0.000244140625,cylinder_v,2.793967616185165e-08,1.7462297601157282e-08,2.7939677238464355e-08,1.7462298274040222e-08,0.9374999638748722,2.9802322387695312e-08,2.793967616185165e-08,0.0,0.0,3.8533469629934795e-08,3.8533469629934795e-08,2.793967616185165e-08,2.793967616185165e-08,2.793967616185165e-08,0.0,0.0,1.5258789058651226e-05,00b615f9c149016edba040b0b34564934851460810c50d9b5e186f4c4b66d138
backward_16_small_cylinder_plus45,backward,16,small,0.000244140625,cylinder_plus45,8.56816729387463e-08,4.80954844437477e-08,8.568167686462402e-08,4.8095486707734836e-08,2.874999868269403,2.9802322387695312e-08,,,,4.581933812074646e-08,4.7072756530555394e-08,8.56816729387463e-08,8.56816724287013e-08,8.56816724287013e-08,-5.95278999284404e-09,0.0,1.5258789059206338e-05,00b615f9c149016edba040b0b34564934851460810c50d9b5e186f4c4b66d138
backward_16_small_cylinder_minus45,backward,16,small,0.000244140625,cylinder_minus45,2.9802322092214096e-08,1.3170890029068898e-08,2.9802322387695312e-08,1.317089015965439e-08,0.9999999900852956,2.9802322387695312e-08,,,,9.914704390823204e-09,9.914705178543117e-09,2.9802322092214096e-08,2.980232158216907e-08,2.980232158216907e-08,-1.7114271281078792e-08,0.0,1.07895932186842e-05,00b615f9c149016edba040b0b34564934851460810c50d9b5e186f4c4b66d138
backward_16_small_twist,backward,16,small,0.000244140625,twist,1.7508863540035244e-07,8.760815277055328e-08,1.7508864402770996e-07,8.760815718669801e-08,5.874999710513919,,,,,4.927422660910722e-08,5.040791720474537e-08,1.7508863540035244e-07,1.7508863336017242e-07,1.7508863336017242e-07,-1.1652269813483926e-08,0.0,2.1579186435484287e-05,00b615f9c149016edba040b0b34564934851460810c50d9b5e186f4c4b66d138
backward_16_small_dome,backward,16,small,0.000244140625,dome,5.58793512145646e-08,3.492459450910287e-08,5.587935447692871e-08,3.4924596548080444e-08,1.8749998905332252,,,,,5.8382279869798975e-08,5.838227991716849e-08,5.58793512145646e-08,5.58793512145646e-08,5.58793512145646e-08,0.0,0.0,1.5258789058207137e-05,00b615f9c149016edba040b0b34564934851460810c50d9b5e186f4c4b66d138
backward_16_small_saddle,backward,16,small,0.000244140625,saddle,5.58793512145646e-08,3.492459450910287e-08,5.587935447692871e-08,3.4924596548080444e-08,1.8749998905332252,,,,,5.8382279869798975e-08,5.838227991716849e-08,5.58793512145646e-08,5.58793512145646e-08,5.58793512145646e-08,0.0,0.0,1.5258789058207137e-05,00b615f9c149016edba040b0b34564934851460810c50d9b5e186f4c4b66d138
backward_16_finite_cylinder_u,backward,16,finite,0.02,cylinder_u,0.0001874515300351464,0.0001171572062719665,0.00018750000000000006,0.00011718750000000004,0.937257650175732,0.0002,0.00018745153003514638,1.4459766909907605e-16,1.1567813527926083e-16,0.00025850647921947284,0.0002585064792195307,0.00018745145884036608,0.0001874515300351464,0.00018745145884036608,-3.7980367676659493e-07,2.2351741811588166e-10,0.0012499978841191992,00b615f9c149016edba040b0b34564934851460810c50d9b5e186f4c4b66d138
backward_16_finite_cylinder_v,backward,16,finite,0.02,cylinder_v,0.0001874515300351464,0.0001171572062719665,0.00018750000000000006,0.00011718750000000004,0.937257650175732,0.0002,0.00018745153003514638,1.4459766909907605e-16,1.1567813527926083e-16,0.00025850647921947284,0.0002585064792195307,0.0001874514588403661,0.0001874515300351464,0.0001874514588403661,-3.7980367662199725e-07,2.2351741811588166e-10,0.0012499978841191992,00b615f9c149016edba040b0b34564934851460810c50d9b5e186f4c4b66d138
backward_16_finite_cylinder_plus45,backward,16,finite,0.02,cylinder_plus45,0.0005748232705561518,0.00032266143144400283,0.0005750000000000002,0.0003227633476483185,2.874116352780759,0.0002,,,,0.00030735555451891325,0.00031576139316386796,0.0005748232177381694,0.0005748232671340959,0.0005748232143161137,-9.783883326654826e-08,6.705522526129215e-10,0.0012499981892942517,00b615f9c149016edba040b0b34564934851460810c50d9b5e186f4c4b66d138
backward_16_finite_cylinder_minus45,backward,16,finite,0.02,cylinder_minus45,0.00019998669429857564,8.838246730350241e-05,0.00020000000000000006,8.838834764831845e-05,0.9999334714928781,0.0002,,,,6.652850712210855e-05,6.652850712225125e-05,0.0001999866853628885,0.0001999866908759491,0.00019998668194026208,-6.179567899487689e-08,1.1175870905794083e-10,0.0008838834189387145,00b615f9c149016edba040b0b34564934851460810c50d9b5e186f4c4b66d138
backward_16_finite_twist,backward,16,finite,0.02,twist,0.0011746116262030069,0.0005877295925910509,0.0011750000000000003,0.0005879283905932739,5.873058131015034,,,,,0.0003305308910582091,0.0003381330199454589,0.0011746115981632586,0.0011746116125156973,0.0011746115844759497,-3.5524130877461484e-08,7.450580603862722e-10,0.001767765802077585,00b615f9c149016edba040b0b34564934851460810c50d9b5e186f4c4b66d138
backward_16_finite_dome,backward,16,finite,0.02,dome,0.0003748531466677541,0.0002342832166673463,0.0003750000000000001,0.00023437500000000007,1.8742657333387702,,,,,0.0003916088859894199,0.00039160888598947774,0.000374853095353586,0.0003748531466677541,0.00037485309535358595,-1.3689138958634632e-07,4.470348362317633e-10,0.0012499976399798851,00b615f9c149016edba040b0b34564934851460810c50d9b5e186f4c4b66d138
backward_16_finite_saddle,backward,16,finite,0.02,saddle,0.000374853146667754,0.00023428321666734623,0.0003750000000000001,0.00023437500000000007,1.8742657333387698,,,,,0.000391608885989709,0.000391608885989709,0.0003748530897700402,0.000374853146667754,0.0003748530897700402,-1.517866776892037e-07,3.725290301931361e-10,0.0012499976399798851,00b615f9c149016edba040b0b34564934851460810c50d9b5e186f4c4b66d138
backward_32_small_cylinder_u,backward,32,small,0.000244140625,cylinder_u,2.887099868349482e-08,9.022187088592132e-09,2.8870999813079834e-08,9.022187441587448e-09,0.9687499620974165,2.9802322387695312e-08,2.8870998683494827e-08,2.2920734308395534e-16,1.8336587446716426e-16,3.912524750060789e-08,3.912524745476642e-08,2.887099868349482e-08,2.887099868349482e-08,2.887099868349482e-08,0.0,0.0,7.629394530768903e-06,a5531e45a9827847c88d693369511c3d76bec3c6e8780224b14a244e9cf3a270
backward_32_small_cylinder_v,backward,32,small,0.000244140625,cylinder_v,2.887099868349482e-08,9.022187088592132e-09,2.8870999813079834e-08,9.022187441587448e-09,0.9687499620974165,2.9802322387695312e-08,2.8870998683494827e-08,2.2920734308395534e-16,1.8336587446716426e-16,3.912524750060789e-08,3.912524745476642e-08,2.887099868349482e-08,2.887099868349482e-08,2.887099868349482e-08,0.0,0.0,7.629394530768903e-06,a5531e45a9827847c88d693369511c3d76bec3c6e8780224b14a244e9cf3a270
backward_32_small_cylinder_plus45,backward,32,small,0.000244140625,cylinder_plus45,8.754431797926111e-08,2.4629818797034728e-08,8.754432201385498e-08,2.4629819963002092e-08,2.9374998646214943,2.9802322387695312e-08,,,,4.608629982603235e-08,4.7339662508293054e-08,8.754431797926111e-08,8.754431746921609e-08,8.754431746921609e-08,-5.826135039347984e-09,0.0,7.629394530838292e-06,a5531e45a9827847c88d693369511c3d76bec3c6e8780224b14a244e9cf3a270
backward_32_small_cylinder_minus45,backward,32,small,0.000244140625,cylinder_minus45,2.9802322091780412e-08,6.585445014438619e-09,2.9802322387695312e-08,6.585445079827195e-09,0.9999999900707436,2.9802322387695312e-08,,,,9.929256417073873e-09,9.929256921057595e-09,2.9802322091780412e-08,2.980232158173539e-08,2.980232158173539e-08,-1.7114271170305537e-08,0.0,5.394796609381352e-06,a5531e45a9827847c88d693369511c3d76bec3c6e8780224b14a244e9cf3a270
backward_32_small_twist,backward,32,small,0.000244140625,twist,1.7695128042352687e-07,4.438615295485985e-08,1.7695128917694092e-07,4.438615520248368e-08,5.9374997062841635,,,,,4.946793036484259e-08,5.063794823022062e-08,1.7695128042352687e-07,1.7695127838334685e-07,1.7695127838334685e-07,-1.1529614343996373e-08,0.0,1.078959321852719e-05,a5531e45a9827847c88d693369511c3d76bec3c6e8780224b14a244e9cf3a270
backward_32_small_dome,backward,32,small,0.000244140625,dome,5.774199622003941e-08,1.8044373818762315e-08,5.774199962615967e-08,1.8044374883174896e-08,1.9374998857095693,,,,,5.8988609380651634e-08,5.89886093577309e-08,5.774199622003941e-08,5.774199622003941e-08,5.774199622003941e-08,0.0,0.0,7.629394530713392e-06,a5531e45a9827847c88d693369511c3d76bec3c6e8780224b14a244e9cf3a270
backward_32_small_saddle,backward,32,small,0.000244140625,saddle,5.774199622003941e-08,1.8044373818762315e-08,5.774199962615967e-08,1.8044374883174896e-08,1.9374998857095693,,,,,5.8988609380651634e-08,5.89886093577309e-08,5.774199622003941e-08,5.774199622003941e-08,5.774199622003941e-08,0.0,0.0,7.629394530713392e-06,a5531e45a9827847c88d693369511c3d76bec3c6e8780224b14a244e9cf3a270
backward_32_finite_cylinder_u,backward,32,finite,0.02,cylinder_u,0.00019369914574735985,6.053098304604995e-05,0.00019375000000000007,6.054687500000003e-05,0.9684957287367992,0.0002,0.0001936991457473598,2.798675668656847e-16,2.2389405349254773e-16,0.00026247356201406473,0.0002624735620141766,0.0001936992173952391,0.00019369914574735985,0.0001936992173952391,3.6989259284718554e-07,3.3527612630646075e-10,0.0006249997355144671,a5531e45a9827847c88d693369511c3d76bec3c6e8780224b14a244e9cf3a270
backward_32_finite_cylinder_v,backward,32,finite,0.02,cylinder_v,0.00019369914574735985,6.053098304604995e-05,0.00019375000000000007,6.054687500000003e-05,0.9684957287367992,0.0002,0.0001936991457473598,2.798675668656847e-16,2.2389405349254773e-16,0.00026247356201406473,0.0002624735620141766,0.00019369921739523916,0.00019369914574735985,0.00019369921739523916,3.698925931270531e-07,3.3527612630646075e-10,0.0006249997355144671,a5531e45a9827847c88d693369511c3d76bec3c6e8780224b14a244e9cf3a270
backward_32_finite_cylinder_plus45,backward,32,finite,0.02,cylinder_plus45,0.0005873183774992371,0.0001652354366400496,0.0005875000000000002,0.00016528792382415928,2.9365918874961854,0.0002,,,,0.00030914468214995514,0.00031755002359108454,0.0005873183332077501,0.0005873183740771812,0.0005873183297856944,-8.123965566235162e-08,8.195638646901759e-10,0.000624999773661417,a5531e45a9827847c88d693369511c3d76bec3c6e8780224b14a244e9cf3a270
backward_32_finite_cylinder_minus45,backward,32,finite,0.02,cylinder_minus45,0.00019998667477446935,4.419122933749246e-05,0.00020000000000000006,4.4194173824159226e-05,0.9999333738723467,0.0002,,,,6.662612765355867e-05,6.662612765383573e-05,0.00019998666585494055,0.00019998667135184313,0.0001999866624323145,-6.171488611832123e-08,1.6763806315323038e-10,0.00044194173104859937,a5531e45a9827847c88d693369511c3d76bec3c6e8780224b14a244e9cf3a270
backward_32_finite_twist,backward,32,finite,0.02,twist,0.0011871059525866096,0.0002977692661377901,0.0011875000000000004,0.00029787044529663696,5.935529762933047,,,,,0.0003318294007501784,0.00033967505150129027,0.0011871058373865986,0.001187105938899299,0.0011871058236992884,-1.0857271913332203e-07,8.195638646901759e-10,0.0008838833326219776,a5531e45a9827847c88d693369511c3d76bec3c6e8780224b14a244e9cf3a270
backward_32_finite_dome,backward,32,finite,0.02,dome,0.00038734667692953136,0.00012104583654047855,0.00038750000000000015,0.00012109375000000005,1.9367333846476567,,,,,0.0003956724399194434,0.0003956724399195273,0.0003873465607197733,0.00038734667692953136,0.0003873465607197733,-3.0001485747083135e-07,8.940696724635266e-10,0.0006249997049969301,a5531e45a9827847c88d693369511c3d76bec3c6e8780224b14a244e9cf3a270
backward_32_finite_saddle,backward,32,finite,0.02,saddle,0.00038734667692953104,0.00012104583654047845,0.00038750000000000015,0.00012109375000000005,1.936733384647655,,,,,0.0003956724399202828,0.0003956724399203107,0.00038734661831864786,0.00038734667692953104,0.00038734661831864786,-1.5131376276934648e-07,4.470348362317633e-10,0.0006249997049969301,a5531e45a9827847c88d693369511c3d76bec3c6e8780224b14a244e9cf3a270
